Ticker,Company,Ind
ACS.MC,ACS,IBEX 35
ACX.MC,Acerinox,IBEX 35
AENA.MC,Aena,IBEX 35
AMS.MC,Amadeus IT Group,IBEX 35
ANA.MC,Acciona,IBEX 35
ANE.MC,Acciona Energía,IBEX 35
BBVA.MC,BBVA,IBEX 35
BKT.MC,Bankinter,IBEX 35
CABK.MC,CaixaBank,IBEX 35
CLNX.MC,Cellnex Telecom,IBEX 35
COL.MC,Inmobiliaria Colonial,IBEX 35
ELE.MC,Endesa,IBEX 35
ENG.MC,Enagás,IBEX 35
FDR.MC,Fluidra,IBEX 35
FER.MC,Ferrovial,IBEX 35
GRF.MC,Grifols,IBEX 35
IAG.MC,International Airlines Group,IBEX 35
IBE.MC,Iberdrola,IBEX 35
IDR.MC,Indra,IBEX 35
ITX.MC,Inditex,IBEX 35
LOG.MC,Logista,IBEX 35
MAP.MC,Mapfre,IBEX 35
MRL.MC,Merlin Properties,IBEX 35
MTS.MC,ArcelorMittal,IBEX 35
NTGY.MC,Naturgy,IBEX 35
PUIG.MC,Puig,IBEX 35
RED.MC,Redeia Corporación,IBEX 35
REP.MC,Repsol,IBEX 35
ROVI.MC,Laboratorios Rovi [es],IBEX 35
SAB.MC,Banco Sabadell,IBEX 35
SAN.MC,Santander,IBEX 35
SCYR.MC,Sacyr,IBEX 35
SLR.MC,Solaria,IBEX 35
TEF.MC,Telefónica,IBEX 35
UNI.MC,Unicaja,IBEX 35
